Probe Set Name	Description
ENSG00000196440_at	armadillo repeat containing X-linked 4 [Source:HGNC Symbol;Acc:HGNC:28615]
ENSG00000196449_at	yrdC N6-threonylcarbamoyltransferase domain containing [Source:HGNC Symbol;Acc:HGNC:28905]
ENSG00000196453_at	zinc finger protein 777 [Source:HGNC Symbol;Acc:HGNC:22213]
ENSG00000196455_at	phosphoinositide-3-kinase regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:8982]
ENSG00000196459_at	trafficking protein particle complex 2 [Source:HGNC Symbol;Acc:HGNC:23068]
ENSG00000196465_at	myosin light chain 6B [Source:HGNC Symbol;Acc:HGNC:29823]
ENSG00000196468_at	fibroblast growth factor 16 [Source:HGNC Symbol;Acc:HGNC:3672]
ENSG00000196470_at	siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:10857]
ENSG00000196475_at	glycerol kinase 2 [Source:HGNC Symbol;Acc:HGNC:4291]
ENSG00000196476_at	chromosome 20 open reading frame 96 [Source:HGNC Symbol;Acc:HGNC:16227]
ENSG00000196482_at	estrogen related receptor gamma [Source:HGNC Symbol;Acc:HGNC:3474]
ENSG00000196497_at	importin 4 [Source:HGNC Symbol;Acc:HGNC:19426]
ENSG00000196498_at	nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]
ENSG00000196502_at	sulfotransferase family 1A member 1 [Source:HGNC Symbol;Acc:HGNC:11453]
ENSG00000196503_at	ADP ribosylation factor like GTPase 9 [Source:HGNC Symbol;Acc:HGNC:23592]
ENSG00000196504_at	pre-mRNA processing factor 40 homolog A [Source:HGNC Symbol;Acc:HGNC:16463]
ENSG00000196505_at	ganglioside induced differentiation associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18010]
ENSG00000196507_at	transcription elongation factor A like 3 [Source:HGNC Symbol;Acc:HGNC:28247]
ENSG00000196510_at	anaphase promoting complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:17380]
ENSG00000196511_at	thiamin pyrophosphokinase 1 [Source:HGNC Symbol;Acc:HGNC:17358]
ENSG00000196517_at	solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056]
ENSG00000196526_at	actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017]
ENSG00000196531_at	nascent polypeptide associated complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:7629]
ENSG00000196542_at	serine palmitoyltransferase small subunit B [Source:HGNC Symbol;Acc:HGNC:24045]
ENSG00000196544_at	BLOC-1 related complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25939]
ENSG00000196547_at	mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]
ENSG00000196549_at	membrane metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:7154]
ENSG00000196553_at	coiled-coil domain containing 196 [Source:HGNC Symbol;Acc:HGNC:20100]
ENSG00000196557_at	calcium voltage-gated channel subunit alpha1 H [Source:HGNC Symbol;Acc:HGNC:1395]
ENSG00000196562_at	sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]
ENSG00000196569_at	laminin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6482]
ENSG00000196576_at	plexin B2 [Source:HGNC Symbol;Acc:HGNC:9104]
ENSG00000196581_at	adherens junctions associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30801]
ENSG00000196584_at	X-ray repair cross complementing 2 [Source:HGNC Symbol;Acc:HGNC:12829]
ENSG00000196586_at	myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]
ENSG00000196588_at	myocardin related transcription factor A [Source:HGNC Symbol;Acc:HGNC:14334]
ENSG00000196591_at	histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]
ENSG00000196597_at	zinc finger protein 782 [Source:HGNC Symbol;Acc:HGNC:33110]
ENSG00000196600_at	solute carrier family 22 member 25 [Source:HGNC Symbol;Acc:HGNC:32935]
ENSG00000196605_at	zinc finger protein 846 [Source:HGNC Symbol;Acc:HGNC:27260]
ENSG00000196611_at	matrix metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:7155]
ENSG00000196616_at	alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:HGNC:250]
ENSG00000196620_at	UDP glucuronosyltransferase family 2 member B15 [Source:HGNC Symbol;Acc:HGNC:12546]
ENSG00000196628_at	transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]
ENSG00000196632_at	WNK lysine deficient protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:14543]
ENSG00000196636_at	succinate dehydrogenase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:21752]
ENSG00000196639_at	histamine receptor H1 [Source:HGNC Symbol;Acc:HGNC:5182]
ENSG00000196642_at	RAB, member RAS oncogene family like 6 [Source:HGNC Symbol;Acc:HGNC:24703]
ENSG00000196646_at	zinc finger protein 136 [Source:HGNC Symbol;Acc:HGNC:12920]
ENSG00000196652_at	zinc finger with KRAB and SCAN domains 5 [Source:HGNC Symbol;Acc:HGNC:12867]
ENSG00000196653_at	zinc finger protein 502 [Source:HGNC Symbol;Acc:HGNC:23718]
ENSG00000196655_at	trafficking protein particle complex 4 [Source:HGNC Symbol;Acc:HGNC:19943]
ENSG00000196659_at	tetratricopeptide repeat domain 30B [Source:HGNC Symbol;Acc:HGNC:26425]
ENSG00000196660_at	solute carrier family 30 member 10 [Source:HGNC Symbol;Acc:HGNC:25355]
ENSG00000196663_at	tectonin beta-propeller repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:19957]
ENSG00000196664_at	toll like receptor 7 [Source:HGNC Symbol;Acc:HGNC:15631]
ENSG00000196668_at	long intergenic non-protein coding RNA 173 [Source:HGNC Symbol;Acc:HGNC:33791]
ENSG00000196670_at	ZFP62 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23241]
ENSG00000196678_at	ERI1 exoribonuclease family member 2 [Source:HGNC Symbol;Acc:HGNC:30541]
ENSG00000196683_at	translocase of outer mitochondrial membrane 7 [Source:HGNC Symbol;Acc:HGNC:21648]
ENSG00000196684_at	hematopoietic SH2 domain containing [Source:HGNC Symbol;Acc:HGNC:24920]
ENSG00000196689_at	transient receptor potential cation channel subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:12716]
ENSG00000196693_at	zinc finger protein 33B [Source:HGNC Symbol;Acc:HGNC:13097]
ENSG00000196700_at	zinc finger protein 512B [Source:HGNC Symbol;Acc:HGNC:29212]
ENSG00000196704_at	archaelysin family metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:28041]
ENSG00000196705_at	zinc finger protein 431 [Source:HGNC Symbol;Acc:HGNC:20809]
ENSG00000196712_at	neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765]
ENSG00000196715_at	vitamin K epoxide reductase complex subunit 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21492]
ENSG00000196724_at	zinc finger protein 418 [Source:HGNC Symbol;Acc:HGNC:20647]
ENSG00000196730_at	death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674]
ENSG00000196734_at	late cornified envelope 1B [Source:HGNC Symbol;Acc:HGNC:16611]
ENSG00000196735_at	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]
ENSG00000196739_at	collagen type XXVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22986]
ENSG00000196741_at	long intergenic non-protein coding RNA 1560 [Source:HGNC Symbol;Acc:HGNC:27333]
ENSG00000196743_at	GM2 ganglioside activator [Source:HGNC Symbol;Acc:HGNC:4367]
ENSG00000196754_at	S100 calcium binding protein A2 [Source:HGNC Symbol;Acc:HGNC:10492]
ENSG00000196756_at	small nucleolar RNA host gene 17 [Source:HGNC Symbol;Acc:HGNC:48600]
ENSG00000196767_at	POU class 3 homeobox 4 [Source:HGNC Symbol;Acc:HGNC:9217]
ENSG00000196776_at	CD47 molecule [Source:HGNC Symbol;Acc:HGNC:1682]
ENSG00000196781_at	transducin like enhancer of split 1 [Source:HGNC Symbol;Acc:HGNC:11837]
ENSG00000196782_at	mastermind like transcriptional coactivator 3 [Source:HGNC Symbol;Acc:HGNC:16272]
ENSG00000196787_at	histone cluster 1 H2A family member g [Source:HGNC Symbol;Acc:HGNC:4737]
ENSG00000196792_at	striatin 3 [Source:HGNC Symbol;Acc:HGNC:15720]
ENSG00000196793_at	zinc finger protein 239 [Source:HGNC Symbol;Acc:HGNC:13031]
ENSG00000196810_at	CTBP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:28307]
ENSG00000196811_at	cholinergic receptor nicotinic gamma subunit [Source:HGNC Symbol;Acc:HGNC:1967]
ENSG00000196812_at	zinc finger and SCAN domain containing 16 [Source:HGNC Symbol;Acc:HGNC:20813]
ENSG00000196814_at	multivesicular body subunit 12B [Source:HGNC Symbol;Acc:HGNC:23368]
ENSG00000196821_at	chromosome 6 open reading frame 106 [Source:HGNC Symbol;Acc:HGNC:21215]
ENSG00000196839_at	adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]
ENSG00000196843_at	AT-rich interaction domain 5A [Source:HGNC Symbol;Acc:HGNC:17361]
ENSG00000196844_at	prostate and testis expressed 2 [Source:HGNC Symbol;Acc:HGNC:32249]
ENSG00000196850_at	PTC7 protein phosphatase homolog [Source:HGNC Symbol;Acc:HGNC:30695]
ENSG00000196865_at	NHL repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:24731]
ENSG00000196867_at	ZFP28 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:17801]
ENSG00000196872_at	KIAA1211 like [Source:HGNC Symbol;Acc:HGNC:33454]
ENSG00000196876_at	sodium voltage-gated channel alpha subunit 8 [Source:HGNC Symbol;Acc:HGNC:10596]
ENSG00000196878_at	laminin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6490]
ENSG00000196893_at	novel transcript, antisense to SLC5A10
ENSG00000196900_at	testis expressed 43 [Source:HGNC Symbol;Acc:HGNC:33767]
ENSG00000196911_at	karyopherin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6398]
ENSG00000196914_at	Rho guanine nucleotide exchange factor 12 [Source:HGNC Symbol;Acc:HGNC:14193]
ENSG00000196917_at	hydroxycarboxylic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4532]
ENSG00000196922_at	zinc finger protein 252, pseudogene [Source:HGNC Symbol;Acc:HGNC:13046]
ENSG00000196923_at	PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958]
ENSG00000196924_at	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]
ENSG00000196932_at	transmembrane protein 26 [Source:HGNC Symbol;Acc:HGNC:28550]
ENSG00000196935_at	SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]
ENSG00000196937_at	family with sequence similarity 3 member C [Source:HGNC Symbol;Acc:HGNC:18664]
ENSG00000196943_at	NOP9 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:19826]
ENSG00000196950_at	solute carrier family 39 member 10 [Source:HGNC Symbol;Acc:HGNC:20861]
ENSG00000196951_at	SCOC antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50601]
ENSG00000196954_at	caspase 4 [Source:HGNC Symbol;Acc:HGNC:1505]
ENSG00000196961_at	adaptor related protein complex 2 subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:561]
ENSG00000196968_at	fucosyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19233]
ENSG00000196975_at	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]
ENSG00000196976_at	L antigen family member 3 [Source:HGNC Symbol;Acc:HGNC:26058]
ENSG00000196981_at	WD repeat domain 5B [Source:HGNC Symbol;Acc:HGNC:17826]
ENSG00000196998_at	WD repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:28912]
ENSG00000197006_at	methyltransferase like 9 [Source:HGNC Symbol;Acc:HGNC:24586]
ENSG00000197008_at	zinc finger protein 138 [Source:HGNC Symbol;Acc:HGNC:12922]
ENSG00000197013_at	zinc finger protein 429 [Source:HGNC Symbol;Acc:HGNC:20817]
ENSG00000197016_at	zinc finger protein 470 [Source:HGNC Symbol;Acc:HGNC:22220]
ENSG00000197019_at	SERTA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17932]
ENSG00000197020_at	zinc finger protein 100 [Source:HGNC Symbol;Acc:HGNC:12880]
ENSG00000197024_at	zinc finger protein 398 [Source:HGNC Symbol;Acc:HGNC:18373]
ENSG00000197037_at	zinc finger and SCAN domain containing 25 [Source:HGNC Symbol;Acc:HGNC:21961]
ENSG00000197043_at	annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]
ENSG00000197044_at	zinc finger protein 441 [Source:HGNC Symbol;Acc:HGNC:20875]
ENSG00000197045_at	glia maturation factor beta [Source:HGNC Symbol;Acc:HGNC:4373]
ENSG00000197046_at	sialic acid binding Ig like lectin 15 [Source:HGNC Symbol;Acc:HGNC:27596]
ENSG00000197050_at	zinc finger protein 420 [Source:HGNC Symbol;Acc:HGNC:20649]
ENSG00000197054_at	zinc finger protein 763 [Source:HGNC Symbol;Acc:HGNC:27614]
ENSG00000197056_at	zinc finger MYM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:26253]
ENSG00000197057_at	death domain containing 1 [Source:HGNC Symbol;Acc:HGNC:37261]
ENSG00000197061_at	histone cluster 1 H4 family member c [Source:HGNC Symbol;Acc:HGNC:4787]
ENSG00000197063_at	MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]
ENSG00000197077_at	KIAA1671 [Source:HGNC Symbol;Acc:HGNC:29345]
ENSG00000197079_at	keratin 35 [Source:HGNC Symbol;Acc:HGNC:6453]
ENSG00000197081_at	insulin like growth factor 2 receptor [Source:HGNC Symbol;Acc:HGNC:5467]
ENSG00000197083_at	zinc finger protein 300 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:27032]
ENSG00000197085_at	NPSR1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:22128]
ENSG00000197093_at	galactose-3-O-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:24145]
ENSG00000197099_at	novel transcript, antisense to KNG1, HRG, FETUB, AHSG and DNAJB11
ENSG00000197102_at	dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]
ENSG00000197106_at	solute carrier family 6 member 17 [Source:HGNC Symbol;Acc:HGNC:31399]
ENSG00000197111_at	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]
ENSG00000197119_at	solute carrier family 25 member 29 [Source:HGNC Symbol;Acc:HGNC:20116]
ENSG00000197121_at	post-GPI attachment to proteins 1 [Source:HGNC Symbol;Acc:HGNC:25712]
ENSG00000197122_at	SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]
ENSG00000197124_at	zinc finger protein 682 [Source:HGNC Symbol;Acc:HGNC:28857]
ENSG00000197125_at	olfactory receptor family 8 subfamily B member 8 [Source:HGNC Symbol;Acc:HGNC:8477]
ENSG00000197134_at	zinc finger protein 257 [Source:HGNC Symbol;Acc:HGNC:13498]
ENSG00000197136_at	pecanex 3 [Source:HGNC Symbol;Acc:HGNC:18760]
ENSG00000197140_at	ADAM metallopeptidase domain 32 [Source:HGNC Symbol;Acc:HGNC:15479]
ENSG00000197142_at	acyl-CoA synthetase long chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526]
ENSG00000197147_at	leucine rich repeat containing 8 VRAC subunit B [Source:HGNC Symbol;Acc:HGNC:30692]
ENSG00000197150_at	ATP binding cassette subfamily B member 8 [Source:HGNC Symbol;Acc:HGNC:49]
ENSG00000197157_at	staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646]
ENSG00000197162_at	zinc finger protein 785 [Source:HGNC Symbol;Acc:HGNC:26496]
ENSG00000197165_at	sulfotransferase family 1A member 2 [Source:HGNC Symbol;Acc:HGNC:11454]
ENSG00000197168_at	NIMA related kinase 5 [Source:HGNC Symbol;Acc:HGNC:7748]
ENSG00000197170_at	proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]
ENSG00000197171_at	uncharacterized LOC101929006 [Source:NCBI gene;Acc:101929006]
ENSG00000197177_at	adhesion G protein-coupled receptor A1 [Source:HGNC Symbol;Acc:HGNC:13838]
ENSG00000197180_at	uncharacterized protein BC009467 [Source:NCBI gene;Acc:158960]
ENSG00000197181_at	piwi like RNA-mediated gene silencing 2 [Source:HGNC Symbol;Acc:HGNC:17644]
ENSG00000197182_at	MIRLET7B host gene [Source:HGNC Symbol;Acc:HGNC:37189]
ENSG00000197183_at	nucleolar protein 4 like [Source:HGNC Symbol;Acc:HGNC:16106]
ENSG00000197191_at	cysteine rich tail 1 [Source:HGNC Symbol;Acc:HGNC:30529]
ENSG00000197208_at	solute carrier family 22 member 4 [Source:HGNC Symbol;Acc:HGNC:10968]
ENSG00000197217_at	ectonucleoside triphosphate diphosphohydrolase 4 [Source:HGNC Symbol;Acc:HGNC:14573]
ENSG00000197223_at	C1D nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29911]
ENSG00000197226_at	TBC1 domain family member 9B [Source:HGNC Symbol;Acc:HGNC:29097]
ENSG00000197233_at	olfactory receptor family 1 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:8209]
ENSG00000197245_at	family with sequence similarity 110 member D [Source:HGNC Symbol;Acc:HGNC:25860]
ENSG00000197249_at	serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941]
ENSG00000197256_at	KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]
ENSG00000197261_at	chromosome 6 open reading frame 141 [Source:HGNC Symbol;Acc:HGNC:21351]
ENSG00000197265_at	general transcription factor IIE subunit 2 [Source:HGNC Symbol;Acc:HGNC:4651]
ENSG00000197272_at	interleukin 27 [Source:HGNC Symbol;Acc:HGNC:19157]
ENSG00000197273_at	guanylate cyclase activator 2A [Source:HGNC Symbol;Acc:HGNC:4682]
ENSG00000197279_at	zinc finger protein 165 [Source:HGNC Symbol;Acc:HGNC:12953]
ENSG00000197283_at	synaptic Ras GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:11497]
ENSG00000197291_at	RAMP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44358]
ENSG00000197296_at	fat storage inducing transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16135]
ENSG00000197299_at	Bloom syndrome RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058]
ENSG00000197302_at	zinc finger protein 720 [Source:HGNC Symbol;Acc:HGNC:26987]
ENSG00000197308_at	GATA3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33786]
ENSG00000197309_at	olfactory receptor family 10 subfamily D member 3 (putative) [Source:HGNC Symbol;Acc:HGNC:8168]
ENSG00000197312_at	DNA damage inducible 1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:24578]
ENSG00000197321_at	supervillin [Source:HGNC Symbol;Acc:HGNC:11480]
ENSG00000197323_at	tripartite motif containing 33 [Source:HGNC Symbol;Acc:HGNC:16290]
ENSG00000197324_at	LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553]
ENSG00000197329_at	pellino E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:8827]
ENSG00000197345_at	mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479]
ENSG00000197355_at	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28082]
ENSG00000197361_at	F-box and leucine rich repeat protein 22 [Source:HGNC Symbol;Acc:HGNC:27537]
ENSG00000197362_at	zinc finger protein 786 [Source:HGNC Symbol;Acc:HGNC:21806]
ENSG00000197363_at	zinc finger protein 517 [Source:HGNC Symbol;Acc:HGNC:27984]
ENSG00000197372_at	zinc finger protein 675 [Source:HGNC Symbol;Acc:HGNC:30768]
ENSG00000197375_at	solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]
ENSG00000197380_at	dishevelled binding antagonist of beta catenin 3 [Source:HGNC Symbol;Acc:HGNC:30745]
ENSG00000197381_at	adenosine deaminase, RNA specific B1 [Source:HGNC Symbol;Acc:HGNC:226]
ENSG00000197386_at	huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]
ENSG00000197405_at	complement C5a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1338]
ENSG00000197406_at	iodothyronine deiodinase 3 [Source:HGNC Symbol;Acc:HGNC:2885]
ENSG00000197408_at	cytochrome P450 family 2 subfamily B member 6 [Source:HGNC Symbol;Acc:HGNC:2615]
ENSG00000197410_at	dachsous cadherin-related 2 [Source:HGNC Symbol;Acc:HGNC:23111]
ENSG00000197415_at	ventricular zone expressed PH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25735]
ENSG00000197429_at	intracisternal A particle-promoted polypeptide [Source:HGNC Symbol;Acc:HGNC:6108]
ENSG00000197430_at	oligodendrocytic myelin paranodal and inner loop protein [Source:HGNC Symbol;Acc:HGNC:20707]
ENSG00000197442_at	mitogen-activated protein kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6857]
ENSG00000197444_at	oxoglutarate dehydrogenase like [Source:HGNC Symbol;Acc:HGNC:25590]
ENSG00000197448_at	glutathione S-transferase kappa 1 [Source:HGNC Symbol;Acc:HGNC:16906]
ENSG00000197451_at	heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]
ENSG00000197457_at	stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926]
ENSG00000197461_at	platelet derived growth factor subunit A [Source:HGNC Symbol;Acc:HGNC:8799]
ENSG00000197465_at	glycophorin E (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4705]
ENSG00000197467_at	collagen type XIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2190]
ENSG00000197475_at	ADAM metallopeptidase domain 3A (pseudogene) [Source:HGNC Symbol;Acc:HGNC:209]
ENSG00000197479_at	protocadherin beta 11 [Source:HGNC Symbol;Acc:HGNC:8682]
ENSG00000197483_at	zinc finger protein 628 [Source:HGNC Symbol;Acc:HGNC:28054]
ENSG00000197487_at	galanin like peptide [Source:HGNC Symbol;Acc:HGNC:24840]
ENSG00000197496_at	solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444]
ENSG00000197497_at	zinc finger protein 665 [Source:HGNC Symbol;Acc:HGNC:25885]
ENSG00000197498_at	ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870]
ENSG00000197503_at	long intergenic non-protein coding RNA 477 [Source:HGNC Symbol;Acc:HGNC:26557]
ENSG00000197506_at	solute carrier family 28 member 3 [Source:HGNC Symbol;Acc:HGNC:16484]
ENSG00000197530_at	mindbomb E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:30577]
ENSG00000197535_at	myosin VA [Source:HGNC Symbol;Acc:HGNC:7602]
ENSG00000197540_at	granzyme M [Source:HGNC Symbol;Acc:HGNC:4712]
ENSG00000197548_at	autophagy related 7 [Source:HGNC Symbol;Acc:HGNC:16935]
ENSG00000197555_at	signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284]
ENSG00000197557_at	tetratricopeptide repeat domain 30A [Source:HGNC Symbol;Acc:HGNC:25853]
ENSG00000197558_at	SCO-spondin [Source:HGNC Symbol;Acc:HGNC:21998]
ENSG00000197561_at	elastase, neutrophil expressed [Source:HGNC Symbol;Acc:HGNC:3309]
ENSG00000197562_at	RAB40C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18285]
ENSG00000197563_at	phosphatidylinositol glycan anchor biosynthesis class N [Source:HGNC Symbol;Acc:HGNC:8967]
ENSG00000197565_at	collagen type IV alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:2208]
ENSG00000197566_at	zinc finger protein 624 [Source:HGNC Symbol;Acc:HGNC:29254]
